city,date,actual_mean_temp,record_min_temp,record_max_temp
"Chicago, Illinois",3/9/2015,40,3,69
"Chicago, Illinois",3/10/2015,46,5,70
"Chicago, Illinois",3/11/2015,45,3,76
"Chicago, Illinois",3/12/2015,46,1,81
"Chicago, Illinois",3/13/2015,53,11,74
"Chicago, Illinois",3/14/2015,51,8,81
"Chicago, Illinois",3/15/2015,49,12,81
"Chicago, Illinois",3/16/2015,59,5,81
"Chicago, Illinois",3/17/2015,38,0,80
"Chicago, Illinois",3/18/2015,40,3,81
"Chicago, Illinois",3/19/2015,46,11,79
"Chicago, Illinois",3/20/2015,46,8,85
"Chicago, Illinois",3/21/2015,43,12,86
"Chicago, Illinois",3/22/2015,34,6,84
"Chicago, Illinois",3/23/2015,31,6,79
"Chicago, Illinois",3/24/2015,33,5,79
"Chicago, Illinois",3/25/2015,41,10,78
"Chicago, Illinois",3/26/2015,40,11,79
"Chicago, Illinois",3/27/2015,30,13,82
"Chicago, Illinois",3/28/2015,29,9,78
"Chicago, Illinois",3/29/2015,40,17,86
"Chicago, Illinois",3/30/2015,51,12,83
"Chicago, Illinois",3/31/2015,49,12,85
"Chicago, Illinois",4/1/2015,58,24,82
"Chicago, Illinois",4/2/2015,59,22,82
"Chicago, Illinois",4/3/2015,45,19,81
"Chicago, Illinois",4/4/2015,46,16,80
"Chicago, Illinois",4/5/2015,58,18,85
"Chicago, Illinois",4/6/2015,53,16,84
"Chicago, Illinois",4/7/2015,45,10,83
"Chicago, Illinois",4/8/2015,49,20,82
"Chicago, Illinois",4/9/2015,60,21,78
"Chicago, Illinois",4/10/2015,54,22,91
"Chicago, Illinois",4/11/2015,52,25,91
"Chicago, Illinois",4/12/2015,59,21,86
"Chicago, Illinois",4/13/2015,61,21,83
"Chicago, Illinois",4/14/2015,57,23,85
"Chicago, Illinois",4/15/2015,56,21,89
"Chicago, Illinois",4/16/2015,56,26,88
"Chicago, Illinois",4/17/2015,65,29,88
"Chicago, Illinois",4/18/2015,59,25,89
"Chicago, Illinois",4/19/2015,60,24,86
"Chicago, Illinois",4/20/2015,50,27,87
"Chicago, Illinois",4/21/2015,50,28,86
"Chicago, Illinois",4/22/2015,43,25,91
"Chicago, Illinois",4/23/2015,45,28,88
"Chicago, Illinois",4/24/2015,48,29,89
"Chicago, Illinois",4/25/2015,45,27,89
"Chicago, Illinois",4/26/2015,48,29,91
"Chicago, Illinois",4/27/2015,50,28,89
"Chicago, Illinois",4/28/2015,49,30,84
"Chicago, Illinois",4/29/2015,53,31,89
"Chicago, Illinois",4/30/2015,47,31,92
"Chicago, Illinois",5/1/2015,53,30,90
"Chicago, Illinois",5/2/2015,66,30,91
"Chicago, Illinois",5/3/2015,71,32,92
"Chicago, Illinois",5/4/2015,66,37,82
"Chicago, Illinois",5/5/2015,56,34,94
"Chicago, Illinois",5/6/2015,67,34,93
"Chicago, Illinois",5/7/2015,72,32,89
"Chicago, Illinois",5/8/2015,75,33,93
"Chicago, Illinois",5/9/2015,58,31,96
"Chicago, Illinois",5/10/2015,53,29,91
"Chicago, Illinois",5/11/2015,61,32,89
"Chicago, Illinois",5/12/2015,53,28,92
"Chicago, Illinois",5/13/2015,49,30,90
"Chicago, Illinois",5/14/2015,58,37,92
"Chicago, Illinois",5/15/2015,70,34,91
"Chicago, Illinois",5/16/2015,75,35,94
"Chicago, Illinois",5/17/2015,77,36,94
"Chicago, Illinois",5/18/2015,66,34,93
"Chicago, Illinois",5/19/2015,49,37,95
"Chicago, Illinois",5/20/2015,47,36,95
"Chicago, Illinois",5/21/2015,59,34,94
"Chicago, Illinois",5/22/2015,59,40,93
"Chicago, Illinois",5/23/2015,68,35,92
"Chicago, Illinois",5/24/2015,69,36,93
"Chicago, Illinois",5/25/2015,75,35,90
"Chicago, Illinois",5/26/2015,73,34,93
"Chicago, Illinois",5/27/2015,71,35,97
"Chicago, Illinois",5/28/2015,72,40,94
"Chicago, Illinois",5/29/2015,78,36,95
"Chicago, Illinois",5/30/2015,59,36,95
"Chicago, Illinois",5/31/2015,51,41,102
"Chicago, Illinois",6/1/2015,55,39,107
"Chicago, Illinois",6/2/2015,58,44,92
"Chicago, Illinois",6/3/2015,67,37,98
"Chicago, Illinois",6/4/2015,72,35,97
"Chicago, Illinois",6/5/2015,65,37,98
"Chicago, Illinois",6/6/2015,64,44,97
"Chicago, Illinois",6/7/2015,72,45,101
"Chicago, Illinois",6/8/2015,75,45,97
"Chicago, Illinois",6/9/2015,74,42,96
"Chicago, Illinois",6/10/2015,83,41,101
"Chicago, Illinois",6/11/2015,72,41,100
"Chicago, Illinois",6/12/2015,66,48,97
"Chicago, Illinois",6/13/2015,73,44,95
"Chicago, Illinois",6/14/2015,78,40,99
"Chicago, Illinois",6/15/2015,77,45,95
"Chicago, Illinois",6/16/2015,67,44,95
"Chicago, Illinois",6/17/2015,65,42,96
"Chicago, Illinois",6/18/2015,71,48,98
"Chicago, Illinois",6/19/2015,63,44,102
"Chicago, Illinois",6/20/2015,70,45,104
"Chicago, Illinois",6/21/2015,79,45,101
"Chicago, Illinois",6/22/2015,79,46,98
"Chicago, Illinois",6/23/2015,74,46,99
"Chicago, Illinois",6/24/2015,73,48,99
"Chicago, Illinois",6/25/2015,74,46,104
"Chicago, Illinois",6/26/2015,66,52,98
"Chicago, Illinois",6/27/2015,68,50,102
"Chicago, Illinois",6/28/2015,70,49,104
"Chicago, Illinois",6/29/2015,71,50,97
"Chicago, Illinois",6/30/2015,71,45,101
"Philadelphia, Pennsylvania",7/1/2014,83,52,102
"Philadelphia, Pennsylvania",7/2/2014,86,52,103
"Philadelphia, Pennsylvania",7/3/2014,83,54,104
"Philadelphia, Pennsylvania",7/4/2014,73,52,103
"Philadelphia, Pennsylvania",7/5/2014,74,55,100
"Philadelphia, Pennsylvania",7/6/2014,75,52,102
"Philadelphia, Pennsylvania",7/7/2014,84,55,103
"Philadelphia, Pennsylvania",7/8/2014,84,53,100
"Philadelphia, Pennsylvania",7/9/2014,80,53,103
"Philadelphia, Pennsylvania",7/10/2014,81,53,104
"Philadelphia, Pennsylvania",7/11/2014,80,55,100
"Philadelphia, Pennsylvania",7/12/2014,80,55,97
"Philadelphia, Pennsylvania",7/13/2014,82,57,98
"Philadelphia, Pennsylvania",7/14/2014,82,52,101
"Philadelphia, Pennsylvania",7/15/2014,82,56,103
"Philadelphia, Pennsylvania",7/16/2014,78,55,102
"Philadelphia, Pennsylvania",7/17/2014,75,56,102
"Philadelphia, Pennsylvania",7/18/2014,75,57,100
"Philadelphia, Pennsylvania",7/19/2014,75,58,100
"Philadelphia, Pennsylvania",7/20/2014,76,57,99
"Philadelphia, Pennsylvania",7/21/2014,76,51,103
"Philadelphia, Pennsylvania",7/22/2014,79,56,103
"Philadelphia, Pennsylvania",7/23/2014,83,58,101
"Philadelphia, Pennsylvania",7/24/2014,77,57,98
"Philadelphia, Pennsylvania",7/25/2014,74,56,96
"Philadelphia, Pennsylvania",7/26/2014,75,56,101
"Philadelphia, Pennsylvania",7/27/2014,81,53,100
"Philadelphia, Pennsylvania",7/28/2014,77,53,100
"Philadelphia, Pennsylvania",7/29/2014,70,59,98
"Philadelphia, Pennsylvania",7/30/2014,71,58,98
"Philadelphia, Pennsylvania",7/31/2014,76,57,102
"Philadelphia, Pennsylvania",8/1/2014,77,56,99
"Philadelphia, Pennsylvania",8/2/2014,73,58,99
"Philadelphia, Pennsylvania",8/3/2014,72,56,98
"Philadelphia, Pennsylvania",8/4/2014,78,52,98
"Philadelphia, Pennsylvania",8/5/2014,80,52,98
"Philadelphia, Pennsylvania",8/6/2014,76,53,103
"Philadelphia, Pennsylvania",8/7/2014,75,54,106
"Philadelphia, Pennsylvania",8/8/2014,73,55,100
"Philadelphia, Pennsylvania",8/9/2014,77,54,101
"Philadelphia, Pennsylvania",8/10/2014,78,54,98
"Philadelphia, Pennsylvania",8/11/2014,76,55,101
"Philadelphia, Pennsylvania",8/12/2014,74,53,99
"Philadelphia, Pennsylvania",8/13/2014,77,51,99
"Philadelphia, Pennsylvania",8/14/2014,71,50,99
"Philadelphia, Pennsylvania",8/15/2014,69,50,98
"Philadelphia, Pennsylvania",8/16/2014,71,53,98
"Philadelphia, Pennsylvania",8/17/2014,75,50,96
"Philadelphia, Pennsylvania",8/18/2014,73,52,97
"Philadelphia, Pennsylvania",8/19/2014,77,51,94
"Philadelphia, Pennsylvania",8/20/2014,79,52,99
"Philadelphia, Pennsylvania",8/21/2014,76,54,96
"Philadelphia, Pennsylvania",8/22/2014,74,52,97
"Philadelphia, Pennsylvania",8/23/2014,69,53,94
"Philadelphia, Pennsylvania",8/24/2014,74,50,93
"Philadelphia, Pennsylvania",8/25/2014,75,47,97
"Philadelphia, Pennsylvania",8/26/2014,80,51,100
"Philadelphia, Pennsylvania",8/27/2014,78,51,98
"Philadelphia, Pennsylvania",8/28/2014,74,49,99
"Philadelphia, Pennsylvania",8/29/2014,71,44,98
"Philadelphia, Pennsylvania",8/30/2014,71,47,100
"Philadelphia, Pennsylvania",8/31/2014,83,45,101
"Philadelphia, Pennsylvania",9/1/2014,82,49,97
"Philadelphia, Pennsylvania",9/2/2014,84,47,100
"Philadelphia, Pennsylvania",9/3/2014,78,51,100
"Philadelphia, Pennsylvania",9/4/2014,78,52,93
"Philadelphia, Pennsylvania",9/5/2014,81,53,92
"Philadelphia, Pennsylvania",9/6/2014,83,48,95
"Philadelphia, Pennsylvania",9/7/2014,75,47,102
"Philadelphia, Pennsylvania",9/8/2014,71,45,96
"Philadelphia, Pennsylvania",9/9/2014,72,49,94
"Philadelphia, Pennsylvania",9/10/2014,75,45,97
"Philadelphia, Pennsylvania",9/11/2014,76,43,98
"Philadelphia, Pennsylvania",9/12/2014,71,45,95
"Philadelphia, Pennsylvania",9/13/2014,66,44,95
"Philadelphia, Pennsylvania",9/14/2014,61,44,92
"Philadelphia, Pennsylvania",9/15/2014,63,45,95
"Philadelphia, Pennsylvania",9/16/2014,67,45,94
"Philadelphia, Pennsylvania",9/17/2014,66,44,94
"Philadelphia, Pennsylvania",9/18/2014,65,42,90
"Philadelphia, Pennsylvania",9/19/2014,65,43,92
"Philadelphia, Pennsylvania",9/20/2014,68,45,90
"Philadelphia, Pennsylvania",9/21/2014,72,38,97
"Philadelphia, Pennsylvania",9/22/2014,65,39,97
"Philadelphia, Pennsylvania",9/23/2014,61,40,97
"Philadelphia, Pennsylvania",9/24/2014,64,40,95
"Philadelphia, Pennsylvania",9/25/2014,62,35,92
"Philadelphia, Pennsylvania",9/26/2014,67,38,92
"Philadelphia, Pennsylvania",9/27/2014,72,36,91
"Philadelphia, Pennsylvania",9/28/2014,73,37,91
"Philadelphia, Pennsylvania",9/29/2014,70,37,89
"Philadelphia, Pennsylvania",9/30/2014,71,38,88
"Philadelphia, Pennsylvania",10/1/2014,68,34,89
"Philadelphia, Pennsylvania",10/2/2014,68,39,87
"Philadelphia, Pennsylvania",10/3/2014,66,33,90
"Philadelphia, Pennsylvania",10/4/2014,60,34,88
"Philadelphia, Pennsylvania",10/5/2014,52,31,96
"Philadelphia, Pennsylvania",10/6/2014,60,32,95
"Philadelphia, Pennsylvania",10/7/2014,67,37,93
"Philadelphia, Pennsylvania",10/8/2014,66,32,89
"Philadelphia, Pennsylvania",10/9/2014,61,35,86
"Philadelphia, Pennsylvania",10/10/2014,57,33,90
"Philadelphia, Pennsylvania",10/11/2014,54,28,86
"Philadelphia, Pennsylvania",10/12/2014,55,28,88
"Philadelphia, Pennsylvania",10/13/2014,61,32,87
"Philadelphia, Pennsylvania",10/14/2014,72,30,88
"Philadelphia, Pennsylvania",10/15/2014,72,32,87
"Philadelphia, Pennsylvania",10/16/2014,66,31,88
"Philadelphia, Pennsylvania",10/17/2014,65,34,89
"Philadelphia, Pennsylvania",10/18/2014,63,32,85
"Philadelphia, Pennsylvania",10/19/2014,51,29,80
"Philadelphia, Pennsylvania",10/20/2014,51,27,80
"Philadelphia, Pennsylvania",10/21/2014,61,28,86
"Philadelphia, Pennsylvania",10/22/2014,55,26,83
"Philadelphia, Pennsylvania",10/23/2014,54,31,87
"Philadelphia, Pennsylvania",10/24/2014,62,25,83
"Philadelphia, Pennsylvania",10/25/2014,58,25,76
"Philadelphia, Pennsylvania",10/26/2014,59,29,78
"Philadelphia, Pennsylvania",10/27/2014,57,29,80
"Philadelphia, Pennsylvania",10/28/2014,63,28,85
"Philadelphia, Pennsylvania",10/29/2014,60,30,79
"Philadelphia, Pennsylvania",10/30/2014,53,27,81
"Philadelphia, Pennsylvania",10/31/2014,47,26,82
"Philadelphia, Pennsylvania",11/1/2014,49,30,84
"Philadelphia, Pennsylvania",11/2/2014,46,27,81
"Philadelphia, Pennsylvania",11/3/2014,48,28,80
"Philadelphia, Pennsylvania",11/4/2014,60,26,81
"Philadelphia, Pennsylvania",11/5/2014,61,26,80
"Philadelphia, Pennsylvania",11/6/2014,53,26,79
"Philadelphia, Pennsylvania",11/7/2014,46,20,76
"Philadelphia, Pennsylvania",11/8/2014,42,25,78
"Philadelphia, Pennsylvania",11/9/2014,50,23,78
"Philadelphia, Pennsylvania",11/10/2014,50,23,73
"Philadelphia, Pennsylvania",11/11/2014,57,21,74
"Philadelphia, Pennsylvania",11/12/2014,58,26,75
"Philadelphia, Pennsylvania",11/13/2014,41,24,74
"Philadelphia, Pennsylvania",11/14/2014,39,19,76
"Philadelphia, Pennsylvania",11/15/2014,38,19,81
"Philadelphia, Pennsylvania",11/16/2014,39,20,76
"Philadelphia, Pennsylvania",11/17/2014,46,21,72
"Philadelphia, Pennsylvania",11/18/2014,34,20,75
"Philadelphia, Pennsylvania",11/19/2014,28,20,75
"Philadelphia, Pennsylvania",11/20/2014,41,21,76
"Philadelphia, Pennsylvania",11/21/2014,32,19,74
"Philadelphia, Pennsylvania",11/22/2014,35,14,73
"Philadelphia, Pennsylvania",11/23/2014,48,10,72
"Philadelphia, Pennsylvania",11/24/2014,64,16,72
"Philadelphia, Pennsylvania",11/25/2014,58,20,73
"Philadelphia, Pennsylvania",11/26/2014,42,18,70
"Philadelphia, Pennsylvania",11/27/2014,36,16,73
"Philadelphia, Pennsylvania",11/28/2014,34,17,71
"Philadelphia, Pennsylvania",11/29/2014,36,15,70
"Philadelphia, Pennsylvania",11/30/2014,51,8,73
"Philadelphia, Pennsylvania",12/1/2014,54,11,72
"Philadelphia, Pennsylvania",12/2/2014,41,11,66
"Philadelphia, Pennsylvania",12/3/2014,44,9,68
"Philadelphia, Pennsylvania",12/4/2014,39,12,73
"Philadelphia, Pennsylvania",12/5/2014,41,13,71
"Philadelphia, Pennsylvania",12/6/2014,46,15,72
"Philadelphia, Pennsylvania",12/7/2014,40,15,73
"Philadelphia, Pennsylvania",12/8/2014,32,14,67
"Philadelphia, Pennsylvania",12/9/2014,41,6,70
"Philadelphia, Pennsylvania",12/10/2014,40,4,71
"Philadelphia, Pennsylvania",12/11/2014,36,8,65
"Philadelphia, Pennsylvania",12/12/2014,38,8,65
"Philadelphia, Pennsylvania",12/13/2014,39,8,65
"Philadelphia, Pennsylvania",12/14/2014,42,10,69
"Philadelphia, Pennsylvania",12/15/2014,42,7,66
"Philadelphia, Pennsylvania",12/16/2014,43,9,68
"Philadelphia, Pennsylvania",12/17/2014,46,7,65
"Philadelphia, Pennsylvania",12/18/2014,38,4,70
"Philadelphia, Pennsylvania",12/19/2014,38,4,65
"Philadelphia, Pennsylvania",12/20/2014,34,1,64
"Philadelphia, Pennsylvania",12/21/2014,35,1,67
"Philadelphia, Pennsylvania",12/22/2014,36,6,68
"Philadelphia, Pennsylvania",12/23/2014,48,7,66
"Philadelphia, Pennsylvania",12/24/2014,56,3,64
"Philadelphia, Pennsylvania",12/25/2014,52,1,68
"Philadelphia, Pennsylvania",12/26/2014,42,3,68
"Philadelphia, Pennsylvania",12/27/2014,45,8,64
"Philadelphia, Pennsylvania",12/28/2014,48,9,66
"Philadelphia, Pennsylvania",12/29/2014,43,-1,72
"Philadelphia, Pennsylvania",12/30/2014,33,-5,65
"Philadelphia, Pennsylvania",12/31/2014,29,0,66
"Philadelphia, Pennsylvania",1/1/2015,35,4,64
"Philadelphia, Pennsylvania",1/2/2015,37,7,67
"Philadelphia, Pennsylvania",1/3/2015,36,-3,63
"Philadelphia, Pennsylvania",1/4/2015,50,2,68
"Philadelphia, Pennsylvania",1/5/2015,37,-2,66
"Philadelphia, Pennsylvania",1/6/2015,20,4,73
"Philadelphia, Pennsylvania",1/7/2015,19,4,65
"Philadelphia, Pennsylvania",1/8/2015,15,2,69
"Philadelphia, Pennsylvania",1/9/2015,29,1,69
"Philadelphia, Pennsylvania",1/10/2015,21,-5,63
"Philadelphia, Pennsylvania",1/11/2015,28,1,66
"Philadelphia, Pennsylvania",1/12/2015,36,1,72
"Philadelphia, Pennsylvania",1/13/2015,30,0,70
"Philadelphia, Pennsylvania",1/14/2015,26,0,73
"Philadelphia, Pennsylvania",1/15/2015,33,2,71
"Philadelphia, Pennsylvania",1/16/2015,34,0,62
"Philadelphia, Pennsylvania",1/17/2015,26,-7,63
"Philadelphia, Pennsylvania",1/18/2015,34,-4,64
"Philadelphia, Pennsylvania",1/19/2015,38,-5,65
"Philadelphia, Pennsylvania",1/20/2015,38,-3,65
"Philadelphia, Pennsylvania",1/21/2015,31,-6,62
"Philadelphia, Pennsylvania",1/22/2015,36,-7,70
"Philadelphia, Pennsylvania",1/23/2015,34,-2,71
"Philadelphia, Pennsylvania",1/24/2015,36,0,69
"Philadelphia, Pennsylvania",1/25/2015,40,-2,66
"Philadelphia, Pennsylvania",1/26/2015,31,4,74
"Philadelphia, Pennsylvania",1/27/2015,28,4,69
"Philadelphia, Pennsylvania",1/28/2015,28,3,67
"Philadelphia, Pennsylvania",1/29/2015,28,-5,72
"Philadelphia, Pennsylvania",1/30/2015,31,8,70
"Philadelphia, Pennsylvania",1/31/2015,22,3,65
"Philadelphia, Pennsylvania",2/1/2015,30,2,70
"Philadelphia, Pennsylvania",2/2/2015,32,-4,61
"Philadelphia, Pennsylvania",2/3/2015,25,4,62
"Philadelphia, Pennsylvania",2/4/2015,35,2,69
"Philadelphia, Pennsylvania",2/5/2015,29,-2,69
"Philadelphia, Pennsylvania",2/6/2015,23,-3,68
"Philadelphia, Pennsylvania",2/7/2015,33,5,67
"Philadelphia, Pennsylvania",2/8/2015,42,-2,63
"Philadelphia, Pennsylvania",2/9/2015,33,-11,64
"Philadelphia, Pennsylvania",2/10/2015,35,-6,65
"Philadelphia, Pennsylvania",2/11/2015,33,-6,69
"Philadelphia, Pennsylvania",2/12/2015,31,2,70
"Philadelphia, Pennsylvania",2/13/2015,17,3,66
"Philadelphia, Pennsylvania",2/14/2015,25,2,67
"Philadelphia, Pennsylvania",2/15/2015,15,3,74
"Philadelphia, Pennsylvania",2/16/2015,10,2,73
"Philadelphia, Pennsylvania",2/17/2015,21,-2,68
"Philadelphia, Pennsylvania",2/18/2015,22,0,69
"Philadelphia, Pennsylvania",2/19/2015,16,3,68
"Philadelphia, Pennsylvania",2/20/2015,10,1,70
"Philadelphia, Pennsylvania",2/21/2015,22,6,72
"Philadelphia, Pennsylvania",2/22/2015,40,7,68
"Philadelphia, Pennsylvania",2/23/2015,25,6,75
"Philadelphia, Pennsylvania",2/24/2015,16,2,74
"Philadelphia, Pennsylvania",2/25/2015,27,4,79
"Philadelphia, Pennsylvania",2/26/2015,29,10,69
"Philadelphia, Pennsylvania",2/27/2015,27,6,74
"Philadelphia, Pennsylvania",2/28/2015,24,9,68
"Philadelphia, Pennsylvania",3/1/2015,27,9,76
"Philadelphia, Pennsylvania",3/2/2015,35,8,77
"Philadelphia, Pennsylvania",3/3/2015,30,10,73
"Philadelphia, Pennsylvania",3/4/2015,38,7,74
"Philadelphia, Pennsylvania",3/5/2015,30,5,79
"Philadelphia, Pennsylvania",3/6/2015,19,10,71
"Philadelphia, Pennsylvania",3/7/2015,26,9,74
"Philadelphia, Pennsylvania",3/8/2015,38,12,80
"Philadelphia, Pennsylvania",3/9/2015,45,12,73
"Philadelphia, Pennsylvania",3/10/2015,46,7,76
"Philadelphia, Pennsylvania",3/11/2015,53,12,72
"Philadelphia, Pennsylvania",3/12/2015,45,12,83
"Philadelphia, Pennsylvania",3/13/2015,40,8,84
"Philadelphia, Pennsylvania",3/14/2015,45,12,85
"Philadelphia, Pennsylvania",3/15/2015,44,11,81
"Philadelphia, Pennsylvania",3/16/2015,44,16,82
"Philadelphia, Pennsylvania",3/17/2015,53,10,86
"Philadelphia, Pennsylvania",3/18/2015,39,10,78
"Philadelphia, Pennsylvania",3/19/2015,37,9,78
"Philadelphia, Pennsylvania",3/20/2015,35,8,83
"Philadelphia, Pennsylvania",3/21/2015,42,6,85
"Philadelphia, Pennsylvania",3/22/2015,41,11,80
"Philadelphia, Pennsylvania",3/23/2015,35,14,80
"Philadelphia, Pennsylvania",3/24/2015,36,15,76
"Philadelphia, Pennsylvania",3/25/2015,38,16,82
"Philadelphia, Pennsylvania",3/26/2015,53,21,80
"Philadelphia, Pennsylvania",3/27/2015,44,21,83
"Philadelphia, Pennsylvania",3/28/2015,34,18,83
"Philadelphia, Pennsylvania",3/29/2015,36,14,87
"Philadelphia, Pennsylvania",3/30/2015,46,18,86
"Philadelphia, Pennsylvania",3/31/2015,48,21,81
"Philadelphia, Pennsylvania",4/1/2015,45,14,81
"Philadelphia, Pennsylvania",4/2/2015,52,25,84
"Philadelphia, Pennsylvania",4/3/2015,60,27,87
"Philadelphia, Pennsylvania",4/4/2015,53,25,80
"Philadelphia, Pennsylvania",4/5/2015,53,22,81
"Philadelphia, Pennsylvania",4/6/2015,57,24,87
"Philadelphia, Pennsylvania",4/7/2015,57,19,90
"Philadelphia, Pennsylvania",4/8/2015,42,23,90
"Philadelphia, Pennsylvania",4/9/2015,41,26,84
"Philadelphia, Pennsylvania",4/10/2015,49,22,89
"Philadelphia, Pennsylvania",4/11/2015,55,28,84
"Philadelphia, Pennsylvania",4/12/2015,53,18,92
"Philadelphia, Pennsylvania",4/13/2015,60,26,89
"Philadelphia, Pennsylvania",4/14/2015,58,24,91
"Philadelphia, Pennsylvania",4/15/2015,59,27,88
"Philadelphia, Pennsylvania",4/16/2015,61,27,90
"Philadelphia, Pennsylvania",4/17/2015,65,27,95
"Philadelphia, Pennsylvania",4/18/2015,68,25,94
"Philadelphia, Pennsylvania",4/19/2015,58,20,91
"Philadelphia, Pennsylvania",4/20/2015,63,27,92
"Philadelphia, Pennsylvania",4/21/2015,59,27,89
"Philadelphia, Pennsylvania",4/22/2015,60,30,90
"Philadelphia, Pennsylvania",4/23/2015,48,33,91
"Philadelphia, Pennsylvania",4/24/2015,48,33,86
"Philadelphia, Pennsylvania",4/25/2015,48,33,92
"Philadelphia, Pennsylvania",4/26/2015,55,35,93
"Philadelphia, Pennsylvania",4/27/2015,54,36,93
"Philadelphia, Pennsylvania",4/28/2015,61,34,90
"Philadelphia, Pennsylvania",4/29/2015,64,29,90
"Philadelphia, Pennsylvania",4/30/2015,61,34,91
"Philadelphia, Pennsylvania",5/1/2015,57,34,90
"Philadelphia, Pennsylvania",5/2/2015,61,35,89
"Philadelphia, Pennsylvania",5/3/2015,65,35,90
"Philadelphia, Pennsylvania",5/4/2015,70,35,91
"Philadelphia, Pennsylvania",5/5/2015,74,33,90
"Philadelphia, Pennsylvania",5/6/2015,67,36,90
"Philadelphia, Pennsylvania",5/7/2015,69,35,94
"Philadelphia, Pennsylvania",5/8/2015,69,37,93
"Philadelphia, Pennsylvania",5/9/2015,70,33,93
"Philadelphia, Pennsylvania",5/10/2015,76,33,93
"Philadelphia, Pennsylvania",5/11/2015,77,28,93
"Philadelphia, Pennsylvania",5/12/2015,77,37,91
"Philadelphia, Pennsylvania",5/13/2015,63,37,92
"Philadelphia, Pennsylvania",5/14/2015,61,40,92
"Philadelphia, Pennsylvania",5/15/2015,65,39,93
"Philadelphia, Pennsylvania",5/16/2015,73,40,90
"Philadelphia, Pennsylvania",5/17/2015,76,37,92
"Philadelphia, Pennsylvania",5/18/2015,74,41,94
"Philadelphia, Pennsylvania",5/19/2015,72,41,96
"Philadelphia, Pennsylvania",5/20/2015,67,43,94
"Philadelphia, Pennsylvania",5/21/2015,55,41,95
"Philadelphia, Pennsylvania",5/22/2015,65,43,96
"Philadelphia, Pennsylvania",5/23/2015,61,41,96
"Philadelphia, Pennsylvania",5/24/2015,67,40,90
"Philadelphia, Pennsylvania",5/25/2015,75,40,96
"Philadelphia, Pennsylvania",5/26/2015,77,43,96
"Philadelphia, Pennsylvania",5/27/2015,80,42,95
"Philadelphia, Pennsylvania",5/28/2015,80,41,94
"Philadelphia, Pennsylvania",5/29/2015,77,42,95
"Philadelphia, Pennsylvania",5/30/2015,78,41,97
"Philadelphia, Pennsylvania",5/31/2015,81,42,97
"Philadelphia, Pennsylvania",6/1/2015,67,44,97
"Philadelphia, Pennsylvania",6/2/2015,56,46,98
"Philadelphia, Pennsylvania",6/3/2015,63,48,97
"Philadelphia, Pennsylvania",6/4/2015,64,47,98
"Philadelphia, Pennsylvania",6/5/2015,66,48,100
"Philadelphia, Pennsylvania",6/6/2015,73,45,100
"Philadelphia, Pennsylvania",6/7/2015,68,47,98
"Philadelphia, Pennsylvania",6/8/2015,75,44,97
"Philadelphia, Pennsylvania",6/9/2015,78,44,99
"Philadelphia, Pennsylvania",6/10/2015,76,47,98
"Philadelphia, Pennsylvania",6/11/2015,81,44,95
"Philadelphia, Pennsylvania",6/12/2015,85,48,95
"Philadelphia, Pennsylvania",6/13/2015,83,50,95
"Philadelphia, Pennsylvania",6/14/2015,81,48,96
"Philadelphia, Pennsylvania",6/15/2015,82,47,100
"Philadelphia, Pennsylvania",6/16/2015,83,49,100
"Philadelphia, Pennsylvania",6/17/2015,78,44,98
"Philadelphia, Pennsylvania",6/18/2015,70,48,96
"Philadelphia, Pennsylvania",6/19/2015,79,53,100
"Philadelphia, Pennsylvania",6/20/2015,79,51,98
"Philadelphia, Pennsylvania",6/21/2015,82,48,99
"Philadelphia, Pennsylvania",6/22/2015,82,48,100
"Philadelphia, Pennsylvania",6/23/2015,83,47,97
"Philadelphia, Pennsylvania",6/24/2015,77,52,99
"Philadelphia, Pennsylvania",6/25/2015,76,52,98
"Philadelphia, Pennsylvania",6/26/2015,76,51,100
"Philadelphia, Pennsylvania",6/27/2015,67,50,97
"Philadelphia, Pennsylvania",6/28/2015,73,54,97
"Philadelphia, Pennsylvania",6/29/2015,72,52,102
"Philadelphia, Pennsylvania",6/30/2015,77,52,100
"Pheonix, Arizona",7/1/2014,98,65,115
"Pheonix, Arizona",7/2/2014,98,65,118
"Pheonix, Arizona",7/3/2014,94,64,117
"Pheonix, Arizona",7/4/2014,90,63,118
"Pheonix, Arizona",7/5/2014,94,63,116
"Pheonix, Arizona",7/6/2014,95,65,116
"Pheonix, Arizona",7/7/2014,98,66,115
"Pheonix, Arizona",7/8/2014,96,67,115
"Pheonix, Arizona",7/9/2014,92,66,116
"Pheonix, Arizona",7/10/2014,96,67,115
"Pheonix, Arizona",7/11/2014,98,68,118
"Pheonix, Arizona",7/12/2014,99,69,115
"Pheonix, Arizona",7/13/2014,95,66,114
"Pheonix, Arizona",7/14/2014,92,68,116
"Pheonix, Arizona",7/15/2014,95,66,117
"Pheonix, Arizona",7/16/2014,96,68,118
"Pheonix, Arizona",7/17/2014,96,65,116
"Pheonix, Arizona",7/18/2014,94,68,115
"Pheonix, Arizona",7/19/2014,96,68,116
"Pheonix, Arizona",7/20/2014,96,67,114
"Pheonix, Arizona",7/21/2014,96,65,118
"Pheonix, Arizona",7/22/2014,101,66,116
"Pheonix, Arizona",7/23/2014,104,69,114
"Pheonix, Arizona",7/24/2014,105,68,116
"Pheonix, Arizona",7/25/2014,98,67,115
